"mukey","cokey","comppct_r","compname"
455786,14997660,85,"Delhi"
455786,14997661,3,"Laugenour"
455786,14997662,12,"Unnamed"
455873,14997983,100,"Dam"
843725,14997995,85,"Diablo"
843725,14997996,5,"Pescadero"
843725,14997997,5,"Altamont"
843725,14997998,5,"Linne"
843727,14997999,85,"Diablo"
843727,14998000,5,"Clear Lake"
843727,14998001,5,"Pescadero"
843727,14998002,3,"Landslips"
843727,14998003,2,"Seeps"
455787,14997663,1,"Altamont"
455787,14997664,2,"Linne"
455787,14997665,3,"Raynor"
455787,14997666,3,"Haire"
455787,14997667,2,"Clear Lake"
455787,14997668,2,"Soper"
455787,14997669,2,"San Benito"
455787,14997670,85,"Diablo"
455788,14997671,85,"Diablo"
455788,14997672,3,"Sehorn"
455788,14997673,4,"Alo"
455788,14997674,1,"Haire"
455788,14997675,1,"Raynor"
455788,14997676,1,"Altamont"
455788,14997677,1,"Linne"
455788,14997678,4,"Cropley"
455789,14997679,85,"Diablo"
455789,14997680,5,"Sehorn"
455789,14997681,8,"Alo"
455789,14997682,2,"Lodo"
455790,14997683,85,"Dibble"
455790,14997684,5,"Los Gatos"
455790,14997685,4,"Los Osos"
455790,14997686,3,"Millsholm"
455790,14997687,2,"Gaviota"
455790,14997688,1,"Unnamed"
455791,14997689,85,"Dibble"
455791,14997690,6,"Los Gatos"
455791,14997691,5,"Los Osos"
455791,14997692,2,"Millsholm"
455791,14997693,2,"Gaviota"
455792,14997694,85,"Egbert"
455793,14997695,85,"Felton"
455793,14997696,10,"Gilroy"
455793,14997697,2,"Los Gatos"
455794,14997698,100,"Fluvaquents"
455795,14997699,55,"Fontana"
455795,14997700,30,"Altamont"
455795,14997701,10,"Millsholm"
455795,14997702,5,"Rock outcrop"
455796,14997703,85,"Garretson"
455796,14997704,10,"Conejo"
455796,14997705,5,"Botella"
455797,14997706,85,"Garretson"
455797,14997707,10,"Conejo"
455797,14997708,5,"Briones"
843728,14998004,60,"Gaviota"
843728,14998005,25,"Rock outcrop"
843728,14998006,10,"Los Osos"
843728,14998007,5,"Vallecitos"
2747719,14998054,80,"Gaviota"
2747719,14998055,10,"Arnold"
2747719,14998056,5,"Contra Costa"
2747719,14998057,3,"Santa Lucia"
2747719,14998058,2,"Rock outcrop"
455799,14997709,5,"Briones"
455799,14997710,5,"Millsholm"
455799,14997711,5,"Rock outcrop"
455799,14997712,85,"Gaviota"
2747722,14998059,80,"Gaviota"
2747722,14998060,5,"Pismo"
2747722,14998061,5,"Lopez"
2747722,14998062,5,"Rock outcrop"
455801,14997713,85,"Gilroy"
455801,14997714,10,"Los Gatos"
455801,14997715,5,"Vallecitos"
455802,14997716,85,"Gilroy"
455802,14997717,5,"Los Gatos"
455802,14997718,5,"Vallecitos"
455802,14997719,5,"Rock outcrop"
455803,14997720,85,"Gilroy"
455803,14997721,4,"Los Gatos"
455803,14997722,3,"Maymen"
455803,14997723,8,"Rock outcrop"
455804,14997724,85,"Joice"
455804,14997725,6,"Suisun"
455804,14997726,6,"Tamba"
455804,14997727,3,"Reyes"
455805,14997728,85,"Kimball"
455805,14997729,8,"Perkins"
455805,14997730,5,"Rositas"
455805,14997731,2,"Rincon"
455806,14997732,85,"Kimball"
455806,14997733,12,"Perkins"
455806,14997734,3,"Unnamed"
455807,14997735,2,"Valdez"
455807,14997736,85,"Kingile"
455807,14997737,4,"Rindge"
455807,14997738,4,"Ryde"
455807,14997739,2,"Egbert"
455807,14997740,3,"Shima"
455808,14997741,85,"Laugenour"
455808,14997742,1,"Unnamed"
455808,14997743,5,"Sycamore"
455808,14997744,5,"Omni"
455808,14997745,4,"Unnamed"
843729,14998008,85,"Linne"
843729,14998009,3,"Clear Lake"
843729,14998010,2,"Pescadero"
843729,14998011,5,"Altamont"
843729,14998012,5,"Diablo"
843731,14998013,85,"Linne"
843731,14998014,3,"Clear Lake"
843731,14998015,2,"Pescadero"
843731,14998016,5,"Altamont"
843731,14998017,5,"Diablo"
455809,14997746,85,"Linne"
455809,14997747,5,"Fontana"
455809,14997748,5,"Diablo"
455809,14997749,4,"Unnamed"
455809,14997750,1,"Unnamed"
455810,14997751,85,"Linne"
455810,14997752,1,"Haploxerolls"
455810,14997753,5,"Diablo"
455810,14997754,4,"Altamont"
455810,14997755,3,"Clear Lake"
455810,14997756,2,"Pescadero"
455811,14997757,85,"Lodo"
455811,14997758,5,"Los Osos"
455811,14997759,5,"Millsholm"
455811,14997760,3,"Tiera"
455811,14997761,2,"Rock outcrop"
2833391,14998063,85,"Lodo"
2833391,14998064,10,"Milsholm"
2833391,14998065,2,"Gaviota"
2833391,14998066,3,"Rock outcrop"
2833392,14998067,85,"Lodo"
2833392,14998068,8,"Rock outcrop"
2833392,14998069,7,"Millsholm"
455814,14997762,60,"Lodo"
455814,14997763,25,"Rock outcrop"
455815,14997764,85,"Los Gatos"
455815,14997765,5,"Dibble"
455815,14997766,5,"Los Osos"
455815,14997767,5,"Millsolm"
455816,14997768,85,"Los Gatos"
455816,14997769,4,"Dibble"
455816,14997770,4,"Los Osos"
455816,14997771,4,"Millsholm"
455816,14997772,2,"Vallecitos"
455817,14997773,85,"Los Gatos"
455817,14997774,4,"Los Osos"
455817,14997775,4,"Millsholm"
455817,14997776,4,"Gaviota"
455817,14997777,3,"Rock outcrop"
455818,14997778,5,"Alo"
455818,14997779,5,"Millsholm"
455818,14997780,5,"Lodo"
455818,14997781,5,"Diablo"
455818,14997782,80,"Los Osos"
455819,14997783,80,"Los Osos"
455819,14997784,5,"Alo"
455819,14997785,2,"Lodo"
455819,14997786,2,"Millsholm"
455819,14997787,1,"Dibble"
455819,14997788,1,"Gazos"
455819,14997789,1,"McCoy"
455819,14997790,2,"Gilroy"
455819,14997791,3,"Diablo"
455819,14997792,3,"Altamont"
455820,14997793,3,"San Benito"
455820,14997794,3,"Nacimiento"
455820,14997795,3,"Millsholm"
455820,14997796,3,"San Andreas"
455820,14997797,3,"Santa Lucia"
455820,14997798,85,"Los Osos"
455821,14997799,60,"Los Osos"
455821,14997800,35,"Los Gatos"
455821,14997801,5,"Rock outcrop"
455822,14997802,85,"Los Robles"
455822,14997803,5,"Rincon"
455822,14997804,3,"Perkins"
843732,14998018,85,"Los Osos"
843732,14998019,5,"Gaviota"
843732,14998020,5,"Millsholm"
843732,14998021,5,"Los Gatos"
843733,14998022,85,"Los Osos"
843733,14998023,5,"Gaviota"
843733,14998024,5,"Millsholm"
843733,14998025,5,"Los Gatos"
843734,14998026,40,"Los Osos"
843734,14998027,40,"Millsholm"
843734,14998028,10,"Gaviota"
843734,14998029,10,"Los Gatos"
843735,14998030,40,"Los Osos"
843735,14998031,40,"Millsholm"
843735,14998032,10,"Gaviota"
843735,14998033,10,"Los Gatos"
455823,14997805,5,"Marcuse"
455823,14997806,5,"Capay"
455823,14997807,5,"Delhi"
455823,14997808,85,"Marcuse"
455824,14997809,10,"Marcuse"
455824,14997810,5,"Sacramento"
455824,14997811,85,"Marcuse"
455825,14997812,10,"Marcuse"
455825,14997813,5,"Sacramento"
455825,14997814,85,"Marcuse"
455826,14997815,5,"Ryde"
455826,14997816,5,"Egbert"
455826,14997817,5,"Kingile"
455826,14997818,85,"Merritt"
455827,14997819,85,"Millsholm"
455827,14997820,10,"Dibble"
455827,14997821,5,"Unnamed"
455828,14997822,92,"Millsholm"
455828,14997823,5,"Los Osos"
455828,14997824,3,"Los Gatos"
455829,14997825,90,"Millsholm"
455829,14997826,3,"Los Osos"
455829,14997827,3,"Los Gatos"
455829,14997828,2,"Felton"
455829,14997829,2,"Gaviota"
843736,14998034,85,"Millsholm"
843736,14998035,5,"Gaviota"
843736,14998036,5,"Los Osos"
843736,14998037,5,"Lobitos"
455830,14997830,5,"Laugenour"
455830,14997831,5,"Sycamore"
455830,14997832,85,"Omni"
455831,14997833,5,"Reyes"
455831,14997834,5,"Marcuse"
455831,14997835,85,"Omni"
455832,14997836,85,"Perkins"
455832,14997837,5,"Kimball"
455832,14997838,5,"Los Robles"
455833,14997839,85,"Perkins"
455833,14997840,5,"Kimball"
455834,14997841,85,"Pescadero"
455834,14997842,10,"Clear Lake"
455835,14997843,85,"Pescadero"
455835,14997844,5,"Clear Lake"
455836,14997845,85,"Piper"
455836,14997846,5,"Delhi"
455837,14997847,85,"Piper"
455838,14997848,1,"Piper"
455838,14997849,85,"Piper"
455838,14997850,1,"Shima"
455839,14997851,85,"Positas"
455839,14997852,5,"Tierra"
455840,14997853,85,"Positas"
455840,14997854,10,"Tierra"
455841,14997855,85,"Quarry"
455841,14997856,3,"Unnamed"
455842,14997857,10,"Joice"
455842,14997858,85,"Reyes"
2833408,14998070,3,"Capay"
2833408,14998071,5,"Brentwood"
2833408,14998072,2,"San Ysidro"
2833408,14998073,1,"Clear Lake"
2833408,14998074,1,"Yolo"
2833408,14998075,1,"Danville"
2833408,14998076,1,"Cropley"
2833408,14998077,1,"Lockwood"
2833408,14998078,85,"Rincon"
455844,14997859,90,"Rincon"
455844,14997860,2,"Arbuckle"
455844,14997861,2,"Cropley"
455844,14997862,2,"Lockwood"
455844,14997863,1,"Brentwood"
455844,14997864,2,"Capay"
455844,14997865,1,"Antioch"
455845,14997866,85,"Rincon"
455845,14997867,2,"Alo"
455845,14997868,2,"Diablo"
455845,14997869,3,"Los Osos"
455845,14997870,2,"Chamise"
455845,14997871,2,"Linne"
455845,14997872,2,"Nacimiento"
455845,14997873,2,"Lockwood"
455846,14997874,85,"Rincon"
455846,14997875,3,"Unnamed"
455846,14997876,3,"Brentwood"
455846,14997877,3,"Capay"
455846,14997878,3,"San Ysidro"
455846,14997879,3,"Unnamed"
455847,14997880,85,"Rindge"
455847,14997881,5,"Kingile"
455847,14997882,4,"Ryde"
455847,14997883,5,"Gazwell"
455847,14997884,1,"Sailboat"
455848,14997885,50,"Rock outcrop"
455848,14997886,30,"Xerorthents"
455849,14997887,85,"Ryde"
455849,14997888,5,"Rindge"
455849,14997889,5,"Egbert"
455849,14997890,5,"Kingile"
455850,14997891,85,"Sacramento"
455850,14997892,5,"Clear Lake"
455850,14997893,3,"Sacramento"
455850,14997894,2,"Ryde"
455850,14997895,5,"Egbert"
455851,14997896,8,"Marcuse"
455851,14997897,85,"Sacramento"
455852,14997898,85,"San Ysidro"
455852,14997899,8,"Solano"
455852,14997900,7,"Rincon"
455853,14997901,85,"Sehorn"
455853,14997902,4,"Los Gatos"
455853,14997903,4,"Los Osos"
455853,14997904,4,"Altamont"
455853,14997905,3,"Millsholm"
455854,14997906,85,"Sehorn"
455854,14997907,4,"Los Osos"
455854,14997908,2,"Millsholm"
455854,14997909,2,"Los Gatos"
455854,14997910,2,"Altamont"
455854,14997911,2,"Rock outcrop"
455855,14997912,85,"Sehorn"
455855,14997913,4,"Los Osos"
455855,14997914,2,"Millsholm"
455855,14997915,2,"Los Gatos"
455855,14997916,2,"Altamont"
455855,14997917,2,"Rock outcrop"
455856,14997918,85,"Shima"
455856,14997919,6,"Piper"
455856,14997920,5,"Webile"
455856,14997921,2,"Kingile"
455856,14997922,2,"Rindge"
843737,14998038,85,"Solano"
843737,14998039,5,"Pescadero"
843737,14998040,5,"San Ysidro"
843737,14998041,5,"Rincon"
455857,14997923,85,"Solano"
455857,14997924,10,"San Ysidro"
455858,14997925,85,"Solano"
455858,14997926,10,"San Ysidro"
455859,14997927,85,"Sorrento"
455859,14997928,5,"Brentwood"
455859,14997929,4,"Sycamore"
455859,14997930,3,"Garretson"
455859,14997931,3,"Unnamed"
455860,14997932,85,"Sorrento"
455860,14997933,5,"Brentwood"
455860,14997934,5,"Sycamore"
455860,14997935,4,"Garretson"
455861,14997936,85,"Sycamore"
455861,14997937,1,"Omni"
455861,14997938,1,"Unnamed"
455861,14997939,5,"Sorrento"
455861,14997940,4,"Laugenour"
455861,14997941,2,"Delhi"
455862,14997942,85,"Sycamore"
455862,14997943,1,"Omni"
455862,14997944,1,"Unnamed"
455863,14997945,85,"Tierra"
455863,14997946,5,"Positas"
455863,14997947,5,"Los Osos"
455863,14997948,5,"Botella"
455864,14997949,85,"Tierra"
455864,14997950,5,"Los Osos"
455864,14997951,5,"Millsholm"
455864,14997952,2,"Chamise"
455864,14997953,1,"Pleasanton"
455864,14997954,1,"Briones"
455864,14997955,1,"Diablo"
455865,14997956,1,"Briones"
455865,14997957,85,"Tierra"
455865,14997958,6,"Los Osos"
455865,14997959,6,"Millsholm"
455865,14997960,1,"Chamise"
455865,14997961,1,"Diablo"
455866,14997962,100,"Urban land"
455867,14997963,85,"Vallecitos"
455867,14997964,5,"Gilroy"
455867,14997965,2,"Dibble"
455867,14997966,8,"Soil slips"
455868,14997967,8,"Webile"
455868,14997968,3,"Rindge"
455868,14997969,4,"Egbert"
455868,14997970,85,"Venice"
455872,14997982,100,"Water"
455869,14997971,10,"Kingile"
455869,14997972,4,"Egbert"
455869,14997973,85,"Webile"
455870,14997974,85,"Zamora"
455870,14997975,5,"Garretson"
455870,14997976,5,"Los Robles"
455870,14997977,5,"Rincon"
455871,14997978,85,"Zamora"
455871,14997979,5,"Garretson"
455871,14997980,5,"Los Robles"
455871,14997981,5,"Rincon"
2504869,14655971,40,"Neuns"
2504869,14655972,25,"Sanhedrin"
2504869,14655973,15,"Deadwood"
2504869,14655974,5,"Bamtush"
2504869,14655975,5,"Marpa"
2504869,14655976,2,"Maymen"
2504869,14655977,2,"Shortyork variant"
2504869,14655978,2,"Speaker"
2504869,14655979,2,"Rock outcrop"
2504869,14655980,2,"Unnamed"
2504870,14655996,5,"Landslides"
2504870,14655997,4,"Alluvial land"
2504870,14655998,4,"Sheetiron"
2504870,14655999,5,"Colluvial land"
2504870,14656000,4,"Tyson"
2504870,14656001,4,"Boomer"
2504870,14656002,4,"Maymen"
2504870,14656003,10,"Rock Outcrop"
2504870,14656004,60,"Madonna"
2504871,14655981,40,"Tyson"
2504871,14655982,35,"Neuns"
2504871,14655983,8,"Deadwood"
2504871,14655984,7,"Sheetiron"
2504871,14655985,5,"Speaker"
2504871,14655986,5,"Unnamed"
2504872,14656005,75,"Sheetiron"
2504872,14656006,10,"Rock outcrop"
2504872,14656007,5,"Yollabolly"
2504872,14656008,5,"Maymen"
2504872,14656009,3,"Colluvial land"
2504872,14656010,2,"Rock land"
2504873,14656016,60,"Sheetiron"
2504873,14656017,10,"Rock outcrop"
2504873,14656018,4,"Landslides"
2504873,14656019,4,"Alluvial land"
2504873,14656020,5,"Landslides"
2504873,14656021,4,"Madonna"
2504873,14656022,4,"Tyson"
2504873,14656023,4,"Masterson"
2504873,14656024,5,"Colluvial land"
2504874,14656011,100,"Landslides"
2504876,14656012,10,"Landslides"
2504876,14656013,10,"Alluvial land"
2504876,14656014,60,"Los Osos"
2504876,14656015,20,"Yorkville"
458557,14654889,85,"Altamont"
458557,14654890,2,"Unnamed"
458557,14654891,13,"Unnamed"
458558,14654892,85,"Altamont"
458558,14654893,2,"Unnamed"
458558,14654894,13,"Unnamed"
458559,14656180,85,"Altamont"
458559,14656181,3,"Capay"
458559,14656182,3,"Rincon"
458559,14656183,1,"Fontana"
458559,14656184,3,"Linne"
458559,14656185,1,"Clear Lake"
458559,14656186,1,"Pescadero"
458559,14656187,3,"Diablo"
458560,14656188,7,"Sehorn"
458560,14656189,8,"Millsholm"
458560,14656190,85,"Altamont"
458561,14654895,85,"Altamont"
458561,14654896,10,"Unnamed"
458561,14654897,5,"Unnamed"
458562,14654898,75,"Altamont"
458562,14654899,10,"Rock outcrop"
458562,14654900,10,"Unnamed"
458562,14654901,5,"Unnamed"
458563,14654902,75,"Altamont"
458563,14654903,15,"Rock outcrop"
458563,14654904,10,"Unnamed"
458564,14654905,60,"Altamont"
458564,14654906,30,"Altamont"
458564,14654907,10,"Unnamed"
458565,14654908,60,"Altamont"
458565,14654909,30,"Altamont"
458565,14654910,10,"Unnamed"
458566,14656099,60,"Altamont"
458566,14656100,30,"Altamont"
458566,14656101,10,"Unnamed"
458567,14654911,40,"Altamont"
458567,14654912,40,"Gullied land"
458567,14654913,10,"Unnamed"
458567,14654914,10,"Newville"
458568,14654915,40,"Altamont"
458568,14654916,40,"Gullied land"
458568,14654917,NA,"Unnamed"
458568,14654918,10,"Newville"
458569,14656102,40,"Altamont"
458569,14656103,40,"Gullied land"
458569,14656104,10,"Rock outcrop"
458569,14656105,10,"Unnamed"
458570,14656106,40,"Altamont"
458570,14656107,40,"Gullied land"
458570,14656108,10,"Rock outcrop"
458570,14656109,10,"Unnamed"
458571,14654919,50,"Altamont"
458571,14654920,20,"Gullied land"
458571,14654921,15,"Rock outcrop"
458571,14654922,10,"Altamont"
458571,14654923,5,"Unnamed"
458572,14654924,65,"Altamont"
458572,14654925,25,"Contra Costa"
458572,14654926,10,"Unnamed"
458573,14654927,65,"Altamont"
458573,14654928,25,"Contra Costa"
458573,14654929,10,"Unnamed"
458574,14654930,65,"Altamont"
458574,14654931,25,"Contra Costa"
458574,14654932,10,"Unnamed"
458575,14654933,50,"Altamont"
458575,14654934,35,"Millsholm"
458575,14654935,5,"Rock outcrop"
458575,14654936,5,"Eroded land"
458575,14654937,5,"Unnamed"
458576,14654938,65,"Altamont"
458576,14654939,20,"Nacimiento"
458576,14654940,5,"Gullied land"
458576,14654941,10,"Unnamed"
458577,14654942,65,"Altamont"
458577,14654943,20,"Shedd"
458577,14654944,8,"Nacimiento"
458577,14654945,7,"Newville"
458578,14656074,85,"Arbuckle"
458578,14656075,5,"Maywood"
458578,14656076,5,"Hillgate"
458578,14656077,5,"Cortina"
458579,14656228,85,"Arbuckle"
458579,14656229,2,"Unnamed"
458579,14656230,5,"Hiilgate"
458579,14656231,5,"Tehama"
458579,14656232,3,"Newville"
458580,14654946,85,"Arbuckle"
458580,14654947,10,"Hillgate"
458580,14654948,5,"Artois"
458581,14654949,85,"Arbuckle"
458581,14654950,5,"Willows"
458581,14654951,10,"Plaza"
458582,14654952,85,"Arbuckle"
458582,14654953,2,"Riverwash"
458582,14654954,2,"Unnamed"
458582,14654955,11,"Cortina"
458583,14654956,85,"Arbuckle"
458583,14654957,2,"Hillgate"
458583,14654958,2,"Unnamed"
458583,14654959,11,"Artois"
458584,14654960,85,"Artois"
458584,14654961,5,"Arbuckle"
458584,14654962,10,"Artois"
458585,14654963,85,"Artois"
458585,14654964,10,"Unnamed"
458585,14654965,5,"Unnamed"
458586,14654966,85,"Artois"
458586,14654967,10,"Arbuckle"
458586,14654968,5,"Hillgate"
458587,14654969,85,"Artois"
458587,14654970,10,"Arbuckle"
458587,14654971,5,"Hillgate"
458588,14654972,85,"Ayar"
458588,14654973,2,"Unnamed"
458588,14654974,10,"Nacimiento"
458588,14654975,3,"Unnamed"
458589,14654976,50,"Ayar"
458589,14654977,35,"Nacimiento"
458589,14654978,2,"Unnamed"
458589,14654979,13,"Unnamed"
458590,14654980,85,"Burris"
458590,14654981,5,"Unnamed"
458590,14654982,10,"Unnamed"
458591,14654983,85,"Burris"
458591,14654984,5,"Unnamed"
458591,14654985,10,"Unnamed"
458592,14654986,85,"Burris"
458592,14654987,5,"Unnamed"
458592,14654988,10,"Unnamed"
458593,14656233,85,"Capay"
458593,14656234,1,"Unnamed"
458593,14656235,1,"Unnamed"
458593,14656236,6,"Myers"
458593,14656237,7,"Clear Lake"
458594,14654989,85,"Capay"
458594,14654990,2,"Unnamed"
458594,14654991,5,"Gullied land"
458594,14654992,8,"Unnamed"
458595,14654993,85,"Castro"
458595,14654994,1,"Unnamed"
458595,14654995,3,"Unnamed"
458595,14654996,5,"Sunnyvale"
458595,14654997,4,"Plaza"
458595,14654998,2,"Willows"
458596,14654999,85,"Castro"
458596,14655000,1,"Unnamed"
458596,14655001,3,"Unnamed"
458596,14655002,5,"Sunnyvale"
458596,14655003,4,"Plaza"
458596,14655004,2,"Willows"
458597,14655005,85,"Castro"
458597,14655006,1,"Unnamed"
458597,14655007,3,"Unnamed"
458597,14655008,5,"Sunnyvale"
458597,14655009,4,"Plaza"
458597,14655010,2,"Willows"
458598,14656089,85,"Clear Lake"
458598,14656090,5,"Unnamed"
458598,14656091,5,"Capay"
458598,14656092,5,"Unnamed"
458599,14655011,85,"Colluvial land"
458599,14655012,5,"Unnamed"
458599,14655013,10,"Unnamed"
458600,14655014,90,"Colluvial land"
458600,14655015,10,"Unnamed"
458601,14655016,90,"Colluvial land"
458601,14655017,10,"Unnamed"
458602,14656063,80,"Columbia"
458602,14656064,5,"Byington"
458602,14656065,5,"Holillipah"
458602,14656066,5,"Shanghai"
458602,14656067,5,"Tisdale"
458603,14655018,85,"Columbia"
458603,14655019,3,"Unnamed"
458603,14655020,12,"Unnamed"
458604,14655021,85,"Columbia"
458604,14655022,3,"Unnamed"
458604,14655023,12,"Unnamed"
458605,14655024,85,"Columbia"
458605,14655025,3,"Unnamed"
458605,14655026,12,"Unnamed"
458606,14655027,85,"Columbia"
458606,14655028,3,"Unnamed"
458606,14655029,12,"Unnamed"
458607,14655030,85,"Columbia"
458607,14655031,3,"Unnamed"
458607,14655032,12,"Unnamed"
458608,14655033,85,"Columbia"
458608,14655034,3,"Unnamed"
458608,14655035,12,"Unnamed"
458609,14655036,85,"Columbia"
458609,14655037,3,"Unnamed"
458609,14655038,12,"Unnamed"
458610,14655039,85,"Columbia"
458610,14655040,3,"Unnamed"
458610,14655041,12,"Unnamed"
458611,14655042,85,"Columbia"
458611,14655043,3,"Unnamed"
458611,14655044,12,"Unnamed"
458612,14655045,85,"Columbia"
458612,14655046,3,"Unnamed"
458612,14655047,12,"Unnamed"
458613,14655048,85,"Columbia"
458613,14655049,3,"Unnamed"
458613,14655050,5,"Unnamed"
458613,14655051,7,"Unnamed"
458614,14655052,85,"Columbia"
458614,14655053,3,"Unnamed"
458614,14655054,3,"Unnamed"
458614,14655055,5,"Unnamed"
458614,14655056,4,"Unnamed"
458615,14655057,45,"Columbia"
458615,14655058,45,"Riverwash"
458615,14655059,10,"Unnamed"
458616,14655060,90,"Contra Costa"
458616,14655061,10,"Unnamed"
458617,14656093,85,"Contra Costa"
458617,14656094,10,"Unnamed"
458617,14656095,5,"Rock outcrop"
458618,14655062,90,"Contra Costa"
458618,14655063,10,"Unnamed"
458619,14656096,45,"Contra Costa"
458619,14656097,45,"Millsholm"
458619,14656098,10,"Unnamed"
458620,14655064,85,"Corning"
458620,14655065,5,"Unnamed"
458620,14655066,10,"Unnamed"
458621,14655067,85,"Corning"
458621,14655068,5,"Unnamed"
458621,14655069,10,"Unnamrd"
458622,14655070,45,"Corning"
458622,14655071,45,"Gullied land"
458622,14655072,10,"Unnamed"
458623,14655073,50,"Corning"
458623,14655074,40,"Newville"
458623,14655075,10,"Unnamed"
458624,14655076,30,"Corning"
458624,14655077,30,"Newville"
458624,14655078,30,"Gullied land"
458624,14655079,10,"Unnamed"
458625,14655080,45,"Corning"
458625,14655081,40,"Redding"
458625,14655082,2,"Unnamed"
458625,14655083,13,"Unnamed"
458626,14655084,85,"Cortina"
458626,14655085,5,"Unnamed"
458626,14655086,10,"Unnamed"
458627,14656068,85,"Cortina"
458627,14656069,5,"Riverwash"
458627,14656070,2,"Arbuckle"
458627,14656071,3,"Maywood"
458627,14656072,3,"Orland"
458627,14656073,2,"Yolo"
458628,14655087,85,"Cortina"
458628,14655088,5,"Unnamed"
458628,14655089,10,"Unnamed"
458629,14655090,85,"Cortina"
458629,14655091,5,"Unnamed"
458629,14655092,5,"Gravel pits"
458629,14655093,5,"Unnamed"
458630,14655094,85,"Cortina"
458630,14655095,5,"Unnamed"
458630,14655096,5,"Gravel pits"
458630,14655097,5,"Unnamed"
458631,14655098,85,"Cortina"
458631,14655099,5,"Unnamed"
458631,14655100,5,"Gravel pits"
458631,14655101,5,"Unnamed"
458632,14655102,85,"Dubakella"
458632,14655103,10,"Unnamed"
